Name,Address,City,Rabbi,Affiliation,Phone,Email,Website,Social_Media,Shacharit,Mincha,Maariv,Shabbat,Sunday,Weekday,Kosher_Info,Parking,Accessibility,Additional_Info,URL,Data_Quality_Score,Is_Chabad,Is_Young_Israel,Is_Sephardic,Has_Address,State,Has_Zip
Synagogue Of Carriage Club South,"5001 Collins Ave, Miami Beach, FL 33140, USA",Mid-Beach,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/4221/synagogue-of-carriage-club-south,2,No,No,No,Yes,FL,No
Zichron Avraham At The Carriage House,"5401 Collins Ave, Miami Beach, FL 33140, USA",Mid-Beach,Rabbi  Bentzion Korf,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/10391/zichron-avraham-at-the-carriage-house,3,No,No,No,Yes,FL,No
Achdut Israel Synagogue,"2 Miracle Strip Loop, Panama City Beach, FL 32407, USA",Miracle Strip Business Plaza,Rabbi   Yossef,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/11440/achdut-israel-synagogue,3,No,No,No,Yes,FL,No
Traditional Congregation Of Mount Dora,"848 N Donnelly St, Mt Dora, FL 32757, USA",Mt Dora,Rabbi  Hayyim Solomon,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/17539/traditional-congregation-of-mount-dora,3,No,No,No,Yes,FL,No
Naples Fl Mid Winter,"9123 Strada Pl, Naples, FL 34108, USA",Naples,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22759/naples-fl-mid-winter-,2,No,No,No,Yes,FL,No
Bais Binyomin Tzvi,"411 W 41st St, Miami Beach, FL 33140, USA",Nautilus,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22290/bais-binyomin-tzvi,2,No,No,No,Yes,FL,No
Bais Medrash Of Miami Beach,"445 W 42 St, Miami Beach, FL 33140, USA",Nautilus,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/24077/bais-medrash-of-miami-beach,2,No,No,No,Yes,FL,No
Capt Hyman P Galbut Jlc Chabad,"411 W 41st St, Miami Beach, FL 33140, USA",Nautilus,,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/4482/capt-hyman-p-galbut-jlc-chabad,2,Yes,No,No,Yes,FL,No
"Chevra Shas (In Tower 41, Not Open To Public)","4101 Pine Tree Dr, Miami Beach, FL 33140, USA",Nautilus,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,"https://www.godaven.com/shul-details/10114/chevra-shas-(in-tower-41,-not-open-to-public)",2,No,No,No,Yes,FL,No
Jlc Netz Minyan,"411 W 41st St, Miami Beach, FL 33140, USA",Nautilus,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22833/jlc-netz-minyan-,2,No,No,No,Yes,FL,No
Joshua Abehsera,"411 W 41st St, Miami Beach, FL 33140, USA",Nautilus,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22809/joshua-abehsera,2,No,No,No,Yes,FL,No
Merchant One Minyan,"524 Arthur Godfrey Rd #300, Miami Beach, FL 33140, USA",Nautilus,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/23490/merchant-one-minyan-,2,No,No,No,Yes,FL,No
Ohr Chaim,"317 W 47th St, Miami Beach, FL 33140, USA",Nautilus,Rabbi  Hachaim Friedman,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/746/ohr-chaim,3,No,No,No,Yes,FL,No
Shaare Ezra Sephardic Cong.,"945 W 41st St, Miami Beach, FL 33140, USA",Nautilus,Rabbi  Yehoshua Sova,Sephardi,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/2516/shaare-ezra-sephardic-cong.,3,No,No,Yes,Yes,FL,No
Yeshiva V'Kolel Bais Moshe Chaim At Talmudic University,"4000 Alton Rd, Miami Beach, FL 33140, USA",Nautilus,Rabbi  Yochanan Zweig,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/7365/yeshiva-v'kolel-bais-moshe-chaim-at-talmudic-university,3,No,No,No,Yes,FL,No
Temple Moses,"1200 Normandy Dr, Miami Beach, FL 33141, USA",Normandy Isles,Rabbi  Daniel Hadar,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/2862/temple-moses,3,No,No,No,Yes,FL,No
Chabad Of North Bay Village,"1580 79th Street Causeway, North Bay Village, FL 33141, USA",North Bay Village,Rabbi  Faivish Dalfin,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/10257/chabad-of-north-bay-village,3,Yes,No,No,Yes,FL,No
Chabad Of North Beach,"6345 Collins Ave, Miami Beach, FL 33141, USA",North Beach,Rabbi  Chaim Stern,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/19479/chabad-of-north-beach,3,Yes,No,No,Yes,FL,No
Ohev Shalom Congregation,"7055 Bonita Dr, Miami Beach, FL 33141, USA",North Beach,Rabbi  Pinchas Aaron Weberman,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/3298/ohev-shalom-congregation,3,No,No,No,Yes,FL,No
Chabad Of North Miami,"12550 Biscayne Blvd, North Miami, FL 33181, USA",North Miami,Rabbi  Avrohom Lipszyc,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/8255/chabad-of-north-miami,3,Yes,No,No,Yes,FL,No
Chabad Palm Beach,"844 Prosperity Farms Rd, North Palm Beach, FL 33408, USA",North Palm Beach,Rabbi   Ezagui,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/16500/chabad-palm-beach,3,Yes,No,No,Yes,FL,No
Jewish Community Synagogue,"844 Prosperity Farms Rd, North Palm Beach, FL 33408, USA",North Palm Beach,Rabbi  Leib Ezagui,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/23115/jewish-community-synagogue-,3,No,No,No,Yes,FL,No
Beit Jacob,"3231 SW 53rd St, Fort Lauderdale, FL 33312, USA",Oakridge,Rabbi  Shimon Harary,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/24054/beit-jacob-,3,No,No,No,Yes,FL,No
Ocala Minyan,"519 SW 10th St, Ocala, FL 34471, USA",Ocala,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22034/ocala-minyan,2,No,No,No,Yes,FL,No
Orlando - Orange Lake Resort,"Orange Lake, FL 32686, USA",Orange Lake,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/24450/orlando---orange-lake-resort-,2,No,No,No,Yes,FL,No
Abraham Ungar,"8800 Universal Blvd, Orlando, FL 32819, USA",Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22313/abraham-ungar,2,No,No,No,Yes,FL,No
Chai Lifeline Canada,"Disney's Animal Kingdom, Orlando, FL 32830, USA",Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/21998/chai-lifeline-canada,2,No,No,No,Yes,FL,No
Chanuka In Orlando (Reunion),"Orlando, FL, USA",Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22163/chanuka-in-orlando-(reunion),2,No,No,No,Yes,FL,No
Epcot On Jan 16,"200 Epcot Center Dr, Orlando, FL 32821, ארצות הברית",Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22280/epcot-on-jan-16,2,No,No,No,Yes,FL,No
Jan 26-31 2022 Westgate Lakes Minyan,"9500 Turkey Lake Rd, Orlando, FL 32819, USA",Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/23828/jan-26-31-2022-westgate-lakes-minyan,2,No,No,No,Yes,FL,No
Marriot Grande Vista,"5925 Avenida Vista, Orlando, FL 32821, USA",Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22222/marriot-grande-vista,2,No,No,No,Yes,FL,No
Marriott Harbour Lake - Yeshiva Week Minyan,"7102 Grand Horizons Blvd, Orlando, FL 32821, USA",Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/23333/marriott-harbour-lake---yeshiva-week-minyan,2,No,No,No,Yes,FL,No
Mincha Maariv Disney,"Orlando, FL, USA",Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/23990/mincha-maariv-disney,2,No,No,No,Yes,FL,No
"Only This Night, I Need To Say Kadish, Please Confirm","12401 International Dr, Orlando, FL 32821, USA",Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,"https://www.godaven.com/shul-details/24409/only-this-night,-i-need-to-say-kadish,-please-confirm",2,No,No,No,Yes,FL,No
Orlando Shabbos Nachamu,"Orlando, FL, USA",Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/21857/orlando-shabbos-nachamu,2,No,No,No,Yes,FL,No
Orlando Sheraton Vistana Lake Buena Vista,"8800 Vistana Centre Dr, Orlando, FL 32821, USA",Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/21521/orlando-sheraton-vistana-lake-buena-vista,2,No,No,No,Yes,FL,No
Orlando Torah Center,"8613 Banyan Blvd, Orlando, FL 32819, USA",Orlando,Rabbi  Menachem Zev Kramer,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/16525/orlando-torah-center,3,No,No,No,Yes,FL,No
Orly Davis,"Disney's Animal Kingdom, Orlando, FL 32830, USA",Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22001/orly-davis,2,No,No,No,Yes,FL,No
Pesach In Orlando,"12401 International Dr, Orlando, FL 32821, USA",Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/23383/pesach-in-orlando,2,No,No,No,Yes,FL,No
Reunion Resort (Gathering Drive Area),"Orlando, FL, USA",Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22252/reunion-resort-(gathering-drive-area),2,No,No,No,Yes,FL,No
Shaarei Shamu,"7007 Sea World Dr, Orlando, FL 32821, USA",Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22291/shaarei-shamu,2,No,No,No,Yes,FL,No
Shabbos In Orlando,"Orlando, FL, USA",Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/21763/shabbos-in-orlando,2,No,No,No,Yes,FL,No
Sheraton Vistana Resort,"8800 Vistana Centre Dr, Orlando, FL 32821, USA",Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/21517/sheraton-vistana-resort,2,No,No,No,Yes,FL,No
Sheraton Vistana Resort,"8800 Vistana Centre Dr, Orlando, FL 32821, USA",Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22750/sheraton-vistana-resort,2,No,No,No,Yes,FL,No
Sheraton Vistana Resort - Yeshiva Break,"8800 Vistana Centre Dr, Orlando, FL 32821, USA",Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/23300/sheraton-vistana-resort---yeshiva-break,2,No,No,No,Yes,FL,No
Sheraton Vistana Resort - Yeshiva Break,"8800 Vistana Centre Dr, Orlando, FL 32821, USA",Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/23321/sheraton-vistana-resort---yeshiva-break,2,No,No,No,Yes,FL,No
Sheraton Vistana Resort Villas,"8800 Vistana Centre Dr, Orlando, FL 32821, USA",Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/23326/sheraton-vistana-resort-villas,2,No,No,No,Yes,FL,No
Sheraton Vistana Resort Villas Near Disney,"8800 Vistana Centre Dr, Orlando, FL 32821, USA",Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22042/sheraton-vistana-resort-villas-near-disney,2,No,No,No,Yes,FL,No
Sheraton Vistana Villages Resort,"12401 International Dr, Orlando, FL 32821, USA",Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22275/sheraton-vistana-villages-resort,2,No,No,No,Yes,FL,No
Summer 2020 In Orlando,"Orlando, FL, USA",Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22497/summer-2020-in-orlando,2,No,No,No,Yes,FL,No
Vistana Resort - Orlando,"8800 Vistana Centre Dr, Orlando, FL 32821, USA",Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/24401/vistana-resort---orlando,2,No,No,No,Yes,FL,No
Vistana Resort - Orlando Yeshiva Week 2025,"8800 Vistana Centre Dr, Orlando, FL 32821, USA",Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/24975/vistana-resort---orlando-yeshiva-week-2025,2,No,No,No,Yes,FL,No
Vistana Resort - Yeshiva Week,"Orlando, FL, USA",Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/23895/vistana-resort---yeshiva-week,2,No,No,No,Yes,FL,No
Walt Disney World 4/3-4/6,"Orlando, FL, USA",Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/23218/walt-disney-world-4/3-4/6,2,No,No,No,Yes,FL,No
Winter Break Floridays Resort - Jan 18th & 25th,"12562 International Dr, Orlando, FL 32821, USA",Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22261/winter-break-floridays-resort---jan-18th-&-25th,2,No,No,No,Yes,FL,No
Yeshiva Break At Sheraton Vistana Resort,"8800 Vistana Centre Dr, Orlando, FL 32821, USA",Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22082/yeshiva-break-at-sheraton-vistana-resort,2,No,No,No,Yes,FL,No
Yeshiva Week Seaworld Minyan,"6924 Grand Vacations Way, Orlando, FL 32821, USA",Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22183/yeshiva-week-seaworld-minyan,2,No,No,No,Yes,FL,No
Yeshurun,"8800 Vistana Centre Dr, Orlando, FL 32821, USA",Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/24408/yeshurun,2,No,No,No,Yes,FL,No
Yehudi Orlando,"3925 Lockwood Blvd, Oviedo, FL 32765, USA",Oviedo,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22256/yehudi-orlando,2,No,No,No,Yes,FL,No
Chabad Of Northern Palm Beach Island,"361 S County Rd, Palm Beach, FL 33480, USA",Palm Beach,Rabbi  Zalman Levitin,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/7168/chabad-of-northern-palm-beach-island,3,Yes,No,No,Yes,FL,No
New Synagogue Of Palm Beach,"235 Sunrise Ave, Palm Beach, FL 33480, USA",Palm Beach,Rabbi  Barak Bar-Chaim,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/7865/new-synagogue-of-palm-beach,3,No,No,No,Yes,FL,No
Palm Beach Synagogue,"120 N County Rd, Palm Beach, FL 33480, USA",Palm Beach,Rabbi  Moshe Scheiner,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/844/palm-beach-synagogue,3,No,No,No,Yes,FL,No
Chabad Of Palm Beach Gardens,"6100 PGA Boulevard, Palm Beach Gardens, FL 33418, USA",Palm Beach Gardens,Rabbi  Dovid Vigler,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/17500/chabad-of-palm-beach-gardens,3,Yes,No,No,Yes,FL,No
Gardens Jewish Experience,"10800 N Military Trl, Palm Beach Gardens, FL 33410, USA",Palm Beach Gardens,Rabbi  Moshe Cheplowitz,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/3574/gardens-jewish-experience,3,No,No,No,Yes,FL,No
Torah V'Emunah,"19 Mt Vernon Ln, Palm Coast, FL 32164, USA",Palm Coast,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/17759/torah-v'emunah,2,No,No,No,Yes,FL,No
Young Israel-Chabad Of Pinellas County,"3696 Fisher Rd, Palm Harbor, FL 34683, USA",Palm Harbor,Rabbi  Pinchas Adler,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/1718/young-israel-chabad-of-pinellas-county,3,Yes,Yes,No,Yes,FL,No
Chabad Jewish Learning Center Of Palmetto Bay,"16721 SW 78th Ct, Palmetto Bay, FL 33157, USA",Palmetto Bay,Rabbi  Zalman Gansburg,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/17633/chabad-jewish-learning-center-of-palmetto-bay,3,Yes,No,No,Yes,FL,No
Chabad Of Parkland,"7170 Loxahatchee Rd, Parkland, FL 33067, USA",Parkland,Rabbi  Yosef Biston,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/1719/chabad-of-parkland,3,Yes,No,No,Yes,FL,No
Chabad Jewish Center,"1716 Cape Coral Pkwy W, Cape Coral, FL 33914, USA",Pelican,Rabbi  Yossi Labkowski,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/4496/chabad-jewish-center,3,Yes,No,No,Yes,FL,No
Young Israel/Chabad Of Century Village In Pembroke Pines,"13600 SW 10th St, Pembroke Pines, FL 33027, USA",Pembroke Pines,Rabbi  Shimon Andrusier,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/19008/young-israel/chabad-of-century-village-in-pembroke-pines,3,Yes,Yes,No,Yes,FL,No
Chabad Of Jacksonville,"10129 Haley Rd, Jacksonville, FL 32257, USA",Pickwick Park,Rabbi  Yoseph Kahanov,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/842/chabad-of-jacksonville,3,Yes,No,No,Yes,FL,No
Chabad Of Plantation,"10165 Cleary Blvd, Plantation, FL 33324, USA",Plantation,Rabbi  Menachem Posner,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/7889/chabad-of-plantation,3,Yes,No,No,Yes,FL,No
Tiferet Rafael Sephardi Synagogue Of Plantation,"9665 W Broward Blvd, Plantation, FL 33324, USA",Plantation,Rabbi  Itzchak Lasry,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/5693/tiferet-rafael-sephardi-synagogue-of-plantation,3,No,No,No,Yes,FL,No
Loan Lawyers  Llc Mincha And Lunch,"2150 S Andrews Ave, Fort Lauderdale, FL 33316, USA",Poinciana Park,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/19881/loan-lawyers--llc-mincha-and-lunch,2,No,No,No,Yes,FL,No
Chabad @ The Beaches,"521 A1A N, Ponte Vedra Beach, FL 32082, USA",Ponte Vedra Beach,Rabbi   Kurinsky,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/8584/chabad-@-the-beaches,3,Yes,No,No,Yes,FL,No
"Disney Dream Cruise: Port Canaveral, Fl","9155 Charles M Rowland Dr, Port Canaveral, FL 32920, USA",Port Canaveral,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,"https://www.godaven.com/shul-details/21520/disney-dream-cruise:-port-canaveral,-fl",2,No,No,No,Yes,FL,No
Disney Dream January 21 To 26,"9155 Charles M Rowland Dr, Port Canaveral, FL 32920, USA",Port Canaveral,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/24443/disney-dream-january-21-to-26,2,No,No,No,Yes,FL,No
David Wolfson,"7635 Fairfax Dr, Reunion, FL 34747, USA",Reunion,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22220/david-wolfson,2,No,No,No,Yes,FL,No
Eliyahu Turk,"7635 Fairfax Dr, Reunion, FL 34747, USA",Reunion,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22343/eliyahu-turk,2,No,No,No,Yes,FL,No
"Jan 25th Reunion, Orlando, Fl","Reunion, Four Corners, FL 34747, USA",Reunion,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,"https://www.godaven.com/shul-details/22215/jan-25th-reunion,-orlando,-fl",2,No,No,No,Yes,FL,No
Orlando August 2019,"1297 Grand Traverse Pkwy, Reunion, FL 34747, USA",Reunion,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/21623/orlando-august-2019,2,No,No,No,Yes,FL,No
Reunion Minyan (Miami Beach Chevra),"7473 Gathering Loop, Reunion, FL 34747, USA",Reunion,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/24002/reunion-minyan-(miami-beach-chevra),2,No,No,No,Yes,FL,No
Reunion Resort,"736 Desert Mountain Ct, Reunion, FL 34747, USA",Reunion,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/23278/reunion-resort,2,No,No,No,Yes,FL,No
Reunion/Champions Gate/Solara/Solterra - Coordinated By Orlando Torah Academy,"Reunion, Four Corners, FL 34747, USA",Reunion,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22159/reunion/champions-gate/solara/solterra---coordinated-by-orlando-torah-academy,2,No,No,No,Yes,FL,No
Chabad At University Of Miami,"1251 Hardee Rd, Coral Gables, FL 33146, USA",Riviera,,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22047/chabad-at-university-of-miami,2,Yes,No,No,Yes,FL,No
Chabad Of South Orlando,"7347 W Sand Lake Rd, Sand Lake, FL 32819, USA",Sand Lake,Rabbi  Rabbi  Yosef Konikov,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/1636/chabad-of-south-orlando,3,Yes,No,No,Yes,FL,No
Chabad Jewish Center Of Sarasota Fl,"7700 S Beneva Rd, Sarasota, FL 34238, USA",Sarasota,Rabbi  Rabbi  Chaim Steinmetz,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/1559/chabad-jewish-center-of-sarasota-fl,3,Yes,No,No,Yes,FL,No
Chabad Of Pembroke Pines,"17900 NW 5th St, Pembroke Pines, FL 33029, USA",SilverLakes,Rabbi  Mordechai Andrusier,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/8281/chabad-of-pembroke-pines,3,Yes,No,No,Yes,FL,No
Chabad In South Beach,"320 Meridian Ave, Miami Beach, FL 33139, USA",South Beach,Rabbi  Shragi Mann,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/3681/chabad-in-south-beach,3,Yes,No,No,Yes,FL,No
Chabad Of Fl Headquarters,"1140 Alton Rd, Miami Beach, FL 33139, USA",South Beach,Rabbi  Avrohom Korf,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/19285/chabad-of-fl-headquarters,3,Yes,No,No,Yes,FL,No
Yeshiva Gedolah Of Greater Miami,"1140 Alton Rd, Miami Beach, FL 33139, USA",South Beach,Rabbi  Benche Korf,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/19284/yeshiva-gedolah-of-greater-miami,3,No,No,No,Yes,FL,No
Jay Zyskind,"6000 Universal Blvd, Orlando, FL 32819, USA",Southwest Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/21822/jay-zyskind,2,No,No,No,Yes,FL,No
Layl Shabbos Westgate Palace,"6145 Carrier Dr, Orlando, FL 32819, USA",Southwest Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22330/layl-shabbos-westgate-palace,2,No,No,No,Yes,FL,No
Universal Studios Orlando - Yeshiva Week,"6000 Universal Blvd, Orlando, FL 32819, USA",Southwest Orlando,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22295/universal-studios-orlando---yeshiva-week,2,No,No,No,Yes,FL,No
Arlen House 100 In Sunny Isles Beach,"Collins Ave, Florida, USA",Sunny Isles Beach,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/7581/arlen-house-100-in-sunny-isles-beach,2,No,No,No,Yes,,No
Beit Rambam,"17700 Collins Ave, Sunny Isles Beach, FL 33160, USA",Sunny Isles Beach,Rabbi  Iosef Benchimol,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/10781/beit-rambam,3,No,No,No,Yes,FL,No
Chabad Of Golden Beach,"19201 Collins Ave, Sunny Isles Beach, FL 33160, USA",Sunny Isles Beach,Rabbi  Chay Amar,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/6088/chabad-of-golden-beach,3,Yes,No,No,Yes,FL,No
Chabad Of Sunny Isles Beach,"17555 Atlantic Blvd, Sunny Isles Beach, FL 33160, USA",Sunny Isles Beach,Rabbi  Yisrael Baron,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/7555/chabad-of-sunny-isles-beach,3,Yes,No,No,Yes,FL,No
Chabad Russian Center,"488 Sunny Isles Blvd, Sunny Isles Beach, FL 33160, USA",Sunny Isles Beach,Rabbi  Alexander Kaller,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/19726/chabad-russian-center,3,Yes,No,No,Yes,FL,No
